segment_id,lat,lon,km,frc,freeflow_kmph,probe_hits,zone
b7d82317,19.06821,72.89119,0.263,FRC4,11,2,Kurla-Chembur-Ghatkopar
24540df0,19.06976,72.90534,0.358,FRC1,23,1,Kurla-Chembur-Ghatkopar
b5952cd7,19.06970,72.90590,0.362,FRC4,31,1,Kurla-Chembur-Ghatkopar
0cda3903,19.06612,72.90038,0.372,FRC4,20,1,Kurla-Chembur-Ghatkopar
f4c9e22c,19.08198,72.90704,0.426,FRC6,21,1,Kurla-Chembur-Ghatkopar
65327147,19.11349,72.93199,0.444,FRC4,13,1,Kurla-Chembur-Ghatkopar
87c952d7,19.06483,72.89708,0.461,FRC4,20,1,Kurla-Chembur-Ghatkopar
63792ff6,19.05658,72.89715,0.478,FRC4,20,1,Kurla-Chembur-Ghatkopar
4bafafe9,19.08597,72.91491,0.495,FRC4,18,2,Kurla-Chembur-Ghatkopar
10917ea4,19.08529,72.88387,0.56,FRC4,21,2,Kurla-Chembur-Ghatkopar
2df91b41,19.06753,72.90199,0.576,FRC4,28,1,Kurla-Chembur-Ghatkopar
077c3283,19.07819,72.91607,0.576,FRC4,25,1,Kurla-Chembur-Ghatkopar
7b4b8abb,19.04329,72.90873,0.586,FRC2,34,5,Kurla-Chembur-Ghatkopar
6986cbc2,19.04312,72.90896,0.586,FRC2,37,1,Kurla-Chembur-Ghatkopar
26d798d5,19.06884,72.90461,0.587,FRC2,48,1,Kurla-Chembur-Ghatkopar
e07154b7,19.09138,72.90544,0.608,FRC3,27,2,Kurla-Chembur-Ghatkopar
285eb246,19.09135,72.90558,0.612,FRC3,29,1,Kurla-Chembur-Ghatkopar
2391816e,19.06855,72.90904,0.628,FRC1,29,2,Kurla-Chembur-Ghatkopar
9f5a1580,19.08206,72.88050,0.64,FRC4,18,4,Kurla-Chembur-Ghatkopar
18a9daa2,19.07949,72.90734,0.675,FRC4,15,1,Kurla-Chembur-Ghatkopar
d4fcb9f9,19.11756,72.89923,0.685,FRC4,18,3,Kurla-Chembur-Ghatkopar
ae2ac37c,19.11756,72.89923,0.685,FRC4,18,2,Kurla-Chembur-Ghatkopar
0eca33a4,19.07086,72.90740,0.708,FRC1,50,1,Kurla-Chembur-Ghatkopar
d77542fa,19.04935,72.90025,0.727,FRC4,22,1,Kurla-Chembur-Ghatkopar
bf8d5a63,19.04914,72.90054,0.733,FRC4,24,1,Kurla-Chembur-Ghatkopar
bbd7318b,19.11860,72.91230,0.782,FRC4,21,1,Kurla-Chembur-Ghatkopar
1bb80e83,19.10865,72.93202,0.812,FRC4,37,2,Kurla-Chembur-Ghatkopar
e1233617,19.04416,72.92328,0.833,FRC2,30,9,Kurla-Chembur-Ghatkopar
94e5c0f5,19.05123,72.93654,0.833,FRC2,25,3,Kurla-Chembur-Ghatkopar
8ac22262,19.08448,72.92099,0.833,FRC3,40,2,Kurla-Chembur-Ghatkopar
d2ca9da2,19.04915,72.91421,0.897,FRC4,19,3,Kurla-Chembur-Ghatkopar
e95307ad,19.04901,72.91426,0.9,FRC4,20,2,Kurla-Chembur-Ghatkopar
7916b55e,19.08697,72.90815,0.97,FRC4,12,1,Kurla-Chembur-Ghatkopar
e788f848,19.08697,72.90815,0.972,FRC4,11,1,Kurla-Chembur-Ghatkopar
a9f74131,19.05668,72.92248,1.015,FRC4,18,1,Kurla-Chembur-Ghatkopar
cf9549c5,19.05692,72.92253,1.029,FRC4,15,1,Kurla-Chembur-Ghatkopar
3c0b9cf3,19.05743,72.89774,1.04,FRC4,19,4,Kurla-Chembur-Ghatkopar
ef1c5579,19.05259,72.90657,1.061,FRC4,19,3,Kurla-Chembur-Ghatkopar
1a6386d9,19.05259,72.90657,1.061,FRC4,20,2,Kurla-Chembur-Ghatkopar
fce0134f,19.06199,72.91806,1.066,FRC4,28,1,Kurla-Chembur-Ghatkopar
548acadb,19.11641,72.90858,1.07,FRC4,18,3,Kurla-Chembur-Ghatkopar
ca0b82b8,19.06187,72.88127,1.076,FRC4,16,4,Kurla-Chembur-Ghatkopar
0dff96f5,19.11650,72.90868,1.081,FRC4,17,5,Kurla-Chembur-Ghatkopar
0d7e731c,19.05725,72.90068,1.15,FRC4,20,2,Kurla-Chembur-Ghatkopar
11adc379,19.05141,72.91056,1.167,FRC4,20,3,Kurla-Chembur-Ghatkopar
62cda24e,19.05034,72.93487,1.173,FRC1,21,4,Kurla-Chembur-Ghatkopar
dedd4ec5,19.10830,72.89716,1.196,FRC4,21,6,Kurla-Chembur-Ghatkopar
1b2f7262,19.10830,72.89716,1.198,FRC4,22,12,Kurla-Chembur-Ghatkopar
b8dcec26,19.06707,72.91019,1.256,FRC1,33,4,Kurla-Chembur-Ghatkopar
d895e4c4,19.11950,72.90740,1.256,FRC6,19,2,Kurla-Chembur-Ghatkopar
18e92d30,19.11936,72.90739,1.283,FRC4,20,5,Kurla-Chembur-Ghatkopar
14322713,19.11471,72.90285,1.315,FRC4,18,3,Kurla-Chembur-Ghatkopar
805d0010,19.06625,72.88854,1.353,FRC4,24,2,Kurla-Chembur-Ghatkopar
ebd27d30,19.07067,72.90906,1.384,FRC1,47,1,Kurla-Chembur-Ghatkopar
266657eb,19.07534,72.91245,1.46,FRC4,36,4,Kurla-Chembur-Ghatkopar
a4ea25a9,19.11404,72.93393,1.495,FRC4,18,1,Kurla-Chembur-Ghatkopar
10ee1315,19.09737,72.88724,1.516,FRC4,16,9,Kurla-Chembur-Ghatkopar
404b6777,19.09725,72.88712,1.516,FRC4,16,4,Kurla-Chembur-Ghatkopar
b371b441,19.05587,72.93134,1.627,FRC4,24,19,Kurla-Chembur-Ghatkopar
25eab277,19.04589,72.90068,1.648,FRC4,17,3,Kurla-Chembur-Ghatkopar
37b84b8c,19.04580,72.90135,1.657,FRC4,21,9,Kurla-Chembur-Ghatkopar
2645e14a,19.07597,72.88464,1.695,FRC4,17,4,Kurla-Chembur-Ghatkopar
c559b545,19.07597,72.88464,1.695,FRC4,18,5,Kurla-Chembur-Ghatkopar
9a906f1e,19.07402,72.89811,1.717,FRC4,22,6,Kurla-Chembur-Ghatkopar
caaa69ec,19.07420,72.89824,1.722,FRC4,20,8,Kurla-Chembur-Ghatkopar
ae0c13e9,19.03567,72.89085,1.82,FRC4,24,3,Kurla-Chembur-Ghatkopar
b4d2b921,19.06320,72.89109,1.892,FRC4,15,3,Kurla-Chembur-Ghatkopar
08f30934,19.08973,72.91464,1.907,FRC3,21,9,Kurla-Chembur-Ghatkopar
1334d1c0,19.11522,72.88579,1.926,FRC4,19,10,Kurla-Chembur-Ghatkopar
4b606f89,19.11527,72.88569,1.926,FRC4,19,1,Kurla-Chembur-Ghatkopar
8b76efbe,19.08950,72.91478,1.956,FRC3,22,4,Kurla-Chembur-Ghatkopar
3d3839da,19.11170,72.91705,1.993,FRC4,23,14,Kurla-Chembur-Ghatkopar
d45c642e,19.07901,72.90696,2.011,FRC4,19,4,Kurla-Chembur-Ghatkopar
194940b2,19.09714,72.92726,2.071,FRC4,32,15,Kurla-Chembur-Ghatkopar
f53f0a5a,19.09521,72.88332,2.245,FRC4,18,13,Kurla-Chembur-Ghatkopar
f339c064,19.10265,72.89572,2.389,FRC6,17,4,Kurla-Chembur-Ghatkopar
3b79853d,19.10264,72.89573,2.389,FRC4,17,1,Kurla-Chembur-Ghatkopar
00d01214,19.08075,72.90630,2.409,FRC3,21,3,Kurla-Chembur-Ghatkopar
fbb8025d,19.11445,72.89888,2.465,FRC6,19,3,Kurla-Chembur-Ghatkopar
d96ee339,19.08126,72.91195,2.491,FRC4,21,1,Kurla-Chembur-Ghatkopar
d60ead0b,19.08161,72.91228,2.5,FRC4,20,7,Kurla-Chembur-Ghatkopar
331a5c8d,19.08204,72.89384,2.522,FRC4,20,7,Kurla-Chembur-Ghatkopar
e6ed68ec,19.05872,72.91315,2.6,FRC1,49,2,Kurla-Chembur-Ghatkopar
90c3237d,19.09609,72.90933,2.628,FRC4,19,8,Kurla-Chembur-Ghatkopar
35f51bc3,19.08217,72.89471,2.644,FRC3,20,10,Kurla-Chembur-Ghatkopar
1ea8da2f,19.09647,72.90938,2.655,FRC4,19,10,Kurla-Chembur-Ghatkopar
3e4f0bb1,19.05721,72.92770,2.693,FRC4,24,11,Kurla-Chembur-Ghatkopar
3406f89d,19.09274,72.88333,2.774,FRC4,22,8,Kurla-Chembur-Ghatkopar
9fb7b180,19.05734,72.92771,2.775,FRC1,37,6,Kurla-Chembur-Ghatkopar
3a2cb5bd,19.11398,72.91564,2.781,FRC4,22,8,Kurla-Chembur-Ghatkopar
3a1b8c,18.93228,72.82973,0.111,FRC3,25,1,South Mumbai (Colaba-Byculla)
9ad534,18.94633,72.83444,0.125,FRC4,11,1,South Mumbai (Colaba-Byculla)
a3abad,18.98543,72.81234,0.129,FRC1,58,1,South Mumbai (Colaba-Byculla)
e5e4cb,18.97945,72.80808,0.186,FRC1,61,1,South Mumbai (Colaba-Byculla)
68fc8f,18.93491,72.83179,0.202,FRC4,13,1,South Mumbai (Colaba-Byculla)
e865fe,18.92726,72.82964,0.29,FRC1,36,2,South Mumbai (Colaba-Byculla)
d82274,18.93537,72.84046,0.295,FRC4,18,2,South Mumbai (Colaba-Byculla)
a5eb23,18.97712,72.80971,0.303,FRC1,26,1,South Mumbai (Colaba-Byculla)
d07ce3,18.92702,72.83146,0.306,FRC1,22,1,South Mumbai (Colaba-Byculla)
28cb02,18.97986,72.81248,0.315,FRC1,42,1,South Mumbai (Colaba-Byculla)
5efdb6,18.96347,72.80788,0.317,FRC4,20,1,South Mumbai (Colaba-Byculla)
8750df,18.98202,72.82464,0.321,FRC4,21,1,South Mumbai (Colaba-Byculla)
f1c95f,18.93717,72.83699,0.361,FRC4,25,1,South Mumbai (Colaba-Byculla)
128a7d,18.93856,72.83623,0.375,FRC2,18,1,South Mumbai (Colaba-Byculla)
67d8a8,18.96239,72.84490,0.376,FRC3,52,5,South Mumbai (Colaba-Byculla)
326c7b,18.95702,72.81277,0.39,FRC1,26,1,South Mumbai (Colaba-Byculla)
87b439,18.94588,72.83396,0.422,FRC3,22,1,South Mumbai (Colaba-Byculla)
888664,18.96015,72.83672,0.439,FRC4,14,1,South Mumbai (Colaba-Byculla)
940ae1,18.97111,72.83244,0.439,FRC4,20,3,South Mumbai (Colaba-Byculla)
1f5a2c,18.96019,72.81233,0.44,FRC4,22,1,South Mumbai (Colaba-Byculla)
bb07f2,18.95713,72.80880,0.469,FRC1,26,1,South Mumbai (Colaba-Byculla)
d670c8,18.93421,72.83525,0.477,FRC4,17,1,South Mumbai (Colaba-Byculla)
8f4b1c,18.95036,72.82717,0.492,FRC4,10,1,South Mumbai (Colaba-Byculla)
cfebe6,18.97466,72.83366,0.538,FRC4,17,3,South Mumbai (Colaba-Byculla)
016871,18.93071,72.82616,0.54,FRC4,18,3,South Mumbai (Colaba-Byculla)
063b66,18.98005,72.81135,0.564,FRC1,70,1,South Mumbai (Colaba-Byculla)
12e894,18.96418,72.84123,0.57,FRC4,19,1,South Mumbai (Colaba-Byculla)
82fae5,18.96913,72.82993,0.575,FRC4,18,1,South Mumbai (Colaba-Byculla)
8e8de0,18.96936,72.83011,0.575,FRC4,23,1,South Mumbai (Colaba-Byculla)
2090a5,18.95577,72.80975,0.578,FRC1,32,1,South Mumbai (Colaba-Byculla)
44e00a,18.98265,72.81248,0.585,FRC1,54,2,South Mumbai (Colaba-Byculla)
4093f5,18.96422,72.84110,0.587,FRC4,22,1,South Mumbai (Colaba-Byculla)
8a01be,18.98509,72.81382,0.599,FRC1,44,1,South Mumbai (Colaba-Byculla)
fcd3c1,18.95516,72.81859,0.636,FRC4,16,1,South Mumbai (Colaba-Byculla)
0cebf5,18.97089,72.82051,0.653,FRC4,10,1,South Mumbai (Colaba-Byculla)
c701c4,18.93788,72.83256,0.66,FRC1,24,3,South Mumbai (Colaba-Byculla)
1eb4c8,18.93040,72.82599,0.676,FRC4,19,2,South Mumbai (Colaba-Byculla)
6ebe9d,18.98570,72.83779,0.722,FRC4,20,1,South Mumbai (Colaba-Byculla)
b000c1,18.98559,72.83766,0.723,FRC4,17,2,South Mumbai (Colaba-Byculla)
19455a,18.94810,72.83169,0.75,FRC4,15,1,South Mumbai (Colaba-Byculla)
fe218c,18.95209,72.82337,0.76,FRC7,17,1,South Mumbai (Colaba-Byculla)
39af20,18.95074,72.83276,0.76,FRC7,17,1,South Mumbai (Colaba-Byculla)
3c166f,18.96586,72.83911,0.76,FRC7,19,2,South Mumbai (Colaba-Byculla)
d5a326,18.93274,72.83015,0.787,FRC1,26,6,South Mumbai (Colaba-Byculla)
1b57ab,18.95661,72.82200,0.789,FRC4,17,3,South Mumbai (Colaba-Byculla)
7ca8d2,18.92887,72.83153,0.801,FRC1,22,3,South Mumbai (Colaba-Byculla)
39f94f,18.96553,72.83895,0.806,FRC4,20,1,South Mumbai (Colaba-Byculla)
16bef7,18.93589,72.83340,0.869,FRC1,23,3,South Mumbai (Colaba-Byculla)
a17c39,18.92734,72.82624,0.938,FRC1,27,3,South Mumbai (Colaba-Byculla)
125a55,18.95514,72.82457,0.947,FRC5,16,1,South Mumbai (Colaba-Byculla)
d47e05,18.98042,72.83874,0.956,FRC4,20,2,South Mumbai (Colaba-Byculla)
47686d,18.98062,72.83898,0.958,FRC4,23,2,South Mumbai (Colaba-Byculla)
d7ad39,18.96222,72.82860,0.988,FRC4,15,1,South Mumbai (Colaba-Byculla)
764b78,18.97991,72.83118,0.998,FRC4,21,1,South Mumbai (Colaba-Byculla)
b58377,18.96861,72.80049,1.001,FRC4,53,1,South Mumbai (Colaba-Byculla)
b82cfc,18.95312,72.83674,1.004,FRC4,16,1,South Mumbai (Colaba-Byculla)
89b852,18.94201,72.83049,1.048,FRC4,23,1,South Mumbai (Colaba-Byculla)
76027d,18.98252,72.81261,1.075,FRC1,53,1,South Mumbai (Colaba-Byculla)
ce8c01,18.94208,72.83068,1.076,FRC4,22,1,South Mumbai (Colaba-Byculla)
3d7773,18.96102,72.82858,1.14,FRC4,18,2,South Mumbai (Colaba-Byculla)
a2bace,18.95292,72.83596,1.192,FRC7,13,2,South Mumbai (Colaba-Byculla)
9c6f82,18.92689,72.82723,1.2,FRC1,24,9,South Mumbai (Colaba-Byculla)
93107c,18.95435,72.82977,1.217,FRC4,13,3,South Mumbai (Colaba-Byculla)
f7c498,18.98234,72.81363,1.236,FRC1,32,5,South Mumbai (Colaba-Byculla)
b556c9,18.93561,72.84027,1.307,FRC4,21,3,South Mumbai (Colaba-Byculla)
ccd87b,18.93546,72.84032,1.32,FRC4,24,3,South Mumbai (Colaba-Byculla)
462bd3,18.93823,72.83389,1.327,FRC1,27,1,South Mumbai (Colaba-Byculla)
82fecc,18.97600,72.84029,1.365,FRC6,21,2,South Mumbai (Colaba-Byculla)
1b4a4d,18.93601,72.82357,1.447,FRC1,31,18,South Mumbai (Colaba-Byculla)
db45ae,18.95128,72.80283,1.449,FRC4,32,1,South Mumbai (Colaba-Byculla)
aba00e,18.95116,72.80266,1.454,FRC4,34,19,South Mumbai (Colaba-Byculla)
bad1f4,18.96886,72.83847,1.488,FRC4,19,2,South Mumbai (Colaba-Byculla)
8f68fd,18.96884,72.83869,1.488,FRC4,19,4,South Mumbai (Colaba-Byculla)
b1101f,18.97100,72.80515,1.552,FRC4,23,5,South Mumbai (Colaba-Byculla)
dc5f89,18.94228,72.83083,1.567,FRC3,26,1,South Mumbai (Colaba-Byculla)
e6736f,18.93650,72.82362,1.611,FRC1,25,5,South Mumbai (Colaba-Byculla)
44ff10,18.95091,72.83014,1.667,FRC4,16,4,South Mumbai (Colaba-Byculla)
534e00,18.91951,72.82863,1.83,FRC3,18,6,South Mumbai (Colaba-Byculla)
24bc69,18.97598,72.84206,1.884,FRC4,21,1,South Mumbai (Colaba-Byculla)
7f73c9,18.94987,72.81830,1.931,FRC1,44,1,South Mumbai (Colaba-Byculla)
e2103c,18.97225,72.80606,1.943,FRC4,26,2,South Mumbai (Colaba-Byculla)
21f3b7,18.91222,72.82122,1.981,FRC3,23,13,South Mumbai (Colaba-Byculla)
615315,18.95079,72.82308,2.106,FRC4,17,6,South Mumbai (Colaba-Byculla)
dd1eaf,18.97772,72.84085,2.135,FRC4,18,2,South Mumbai (Colaba-Byculla)
621774,18.97750,72.84084,2.139,FRC4,17,5,South Mumbai (Colaba-Byculla)
960340,18.95508,72.83340,2.144,FRC3,17,3,South Mumbai (Colaba-Byculla)
985815,18.96700,72.80886,2.172,FRC1,34,7,South Mumbai (Colaba-Byculla)
761002,18.95517,72.80397,2.188,FRC4,25,9,South Mumbai (Colaba-Byculla)
f63167,18.95574,72.80427,2.28,FRC4,29,4,South Mumbai (Colaba-Byculla)
35058a,18.95186,72.81583,2.289,FRC1,40,1,South Mumbai (Colaba-Byculla)
57f915,18.95455,72.83331,2.29,FRC3,18,3,South Mumbai (Colaba-Byculla)
a7453e,18.98900,72.83578,2.354,FRC4,26,5,South Mumbai (Colaba-Byculla)
5bdf30,18.98903,72.83593,2.357,FRC4,28,5,South Mumbai (Colaba-Byculla)
6b7a2d,18.96194,72.82643,2.56,FRC4,18,5,South Mumbai (Colaba-Byculla)
8a5806,18.96599,72.80919,2.578,FRC1,32,3,South Mumbai (Colaba-Byculla)
4e4e0d,18.93961,72.83135,2.595,FRC1,27,4,South Mumbai (Colaba-Byculla)
f3eb52,18.91665,72.82278,2.653,FRC3,24,11,South Mumbai (Colaba-Byculla)
9ca86c,18.96683,72.81995,2.81,FRC4,18,7,South Mumbai (Colaba-Byculla)
829c10,18.96656,72.82042,2.866,FRC4,19,6,South Mumbai (Colaba-Byculla)
0ee7088a,19.13852,72.80991,0.378,FRC4,20,1,other / edge
